0,0,MESSAGE-REC: Waiting for messages.
0,0,MESSAGE-REC: Received new message.
0,2,MESSAGE-REC-FULL: Got WANT_TO_ENTER PYRKON[0] from 9 on pyrkon 0
0,2,MESSAGE-REC-VAL: Received a valid message from [9]
0,2,MESSAGE-REC: Waiting for messages.
0,2,INFO: Received info that [9] wants to enter Pyrkon.
0,2,INFO: Sends agreement to enter Pyrkon to [9].
0,3,MESSAGE-SEND-FULL: Sent ALRIGHT_TO_ENTER PYRKON[0] to 9 on pyrkon 0
0,3,MESSAGE-REC: Received new message.
0,4,MESSAGE-REC-FULL: Got WANT_TO_ENTER PYRKON[0] from 3 on pyrkon 0
0,4,MESSAGE-REC-VAL: Received a valid message from [3]
0,4,MESSAGE-REC: Waiting for messages.
0,4,INFO: Received info that [3] wants to enter Pyrkon.
0,4,INFO: Sends agreement to enter Pyrkon to [3].
0,5,MESSAGE-SEND-FULL: Sent ALRIGHT_TO_ENTER PYRKON[0] to 3 on pyrkon 0
0,5,MESSAGE-REC: Received new message.
0,6,MESSAGE-REC-FULL: Got WANT_TO_ENTER PYRKON[0] from 8 on pyrkon 0
0,6,MESSAGE-REC-VAL: Received a valid message from [8]
0,6,MESSAGE-REC: Waiting for messages.
0,6,INFO: Received info that [8] wants to enter Pyrkon.
0,6,INFO: Sends agreement to enter Pyrkon to [8].
0,7,MESSAGE-SEND-FULL: Sent ALRIGHT_TO_ENTER PYRKON[0] to 8 on pyrkon 0
0,7,STATUS: BEFORE_PYRKON {pyrkon: 0}
0,8,BROADCAST: Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 1 {pyrkon: 0}
0,8,BROADCAST: Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 2 {pyrkon: 0}
0,8,BROADCAST: Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 3 {pyrkon: 0}
0,8,BROADCAST: Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 4 {pyrkon: 0}
0,8,BROADCAST: Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 5 {pyrkon: 0}
0,8,BROADCAST: Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 6 {pyrkon: 0}
0,8,BROADCAST: Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 7 {pyrkon: 0}
0,8,BROADCAST: Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 8 {pyrkon: 0}
0,8,BROADCAST: Is BEFORE_PYRKON and sent WANT_TO_ENTER PYRKON[0] to 9 {pyrkon: 0}
0,8,MESSAGE-REC: Received new message.
0,9,MESSAGE-REC-FULL: Got WANT_TO_ENTER PYRKON[0] from 6 on pyrkon 0
0,9,MESSAGE-REC-VAL: Received a valid message from [6]
0,9,MESSAGE-REC: Waiting for messages.
0,9,MESSAGE-SEND-FULL: Sent WANT_TO_ENTER PYRKON[0] to 1 on pyrkon 0
0,9,MESSAGE-SEND-FULL: Sent WANT_TO_ENTER PYRKON[0] to 2 on pyrkon 0
0,9,MESSAGE-SEND-FULL: Sent WANT_TO_ENTER PYRKON[0] to 3 on pyrkon 0
0,9,MESSAGE-SEND-FULL: Sent WANT_TO_ENTER PYRKON[0] to 4 on pyrkon 0
0,9,MESSAGE-SEND-FULL: Sent WANT_TO_ENTER PYRKON[0] to 5 on pyrkon 0
0,9,MESSAGE-SEND-FULL: Sent WANT_TO_ENTER PYRKON[0] to 6 on pyrkon 0
0,9,MESSAGE-SEND-FULL: Sent WANT_TO_ENTER PYRKON[0] to 7 on pyrkon 0
0,9,MESSAGE-SEND-FULL: Sent WANT_TO_ENTER PYRKON[0] to 8 on pyrkon 0
0,9,MESSAGE-SEND-FULL: Sent WANT_TO_ENTER PYRKON[0] to 9 on pyrkon 0
0,9,MESSAGE-REC: Received new message.
0,10,MESSAGE-REC-FULL: Got WANT_TO_ENTER PYRKON[0] from 2 on pyrkon 0
0,10,MESSAGE-REC-VAL: Received a valid message from [2]
0,10,MESSAGE-REC: Waiting for messages.
0,10,INFO: Received info that [2] wants to enter Pyrkon.
0,10,INFO: Received info that [6] wants to enter Pyrkon.
0,10,MESSAGE-REC: Received new message.
0,11,MESSAGE-REC-FULL: Got WANT_TO_ENTER PYRKON[0] from 5 on pyrkon 0
0,11,MESSAGE-REC-VAL: Received a valid message from [5]
0,11,MESSAGE-REC: Waiting for messages.
0,11,INFO: Received info that [5] wants to enter Pyrkon.
0,11,MESSAGE-REC: Received new message.
0,12,MESSAGE-REC-FULL: Got WANT_TO_ENTER PYRKON[0] from 1 on pyrkon 0
0,12,MESSAGE-REC-VAL: Received a valid message from [1]
0,12,MESSAGE-REC: Waiting for messages.
0,12,INFO: Received info that [1] wants to enter Pyrkon.
0,12,MESSAGE-REC: Received new message.
0,13,MESSAGE-REC-FULL: Got WANT_TO_ENTER PYRKON[0] from 4 on pyrkon 0
0,13,MESSAGE-REC-VAL: Received a valid message from [4]
0,13,MESSAGE-REC: Waiting for messages.
